iter	Logloss
236	0.2893262595
237	0.289082326
238	0.2887878423
239	0.2884355343
240	0.2883025166
241	0.2880033247
242	0.2878544064
243	0.2874981208
244	0.2872738524
245	0.2870254533
246	0.2866533773
247	0.2864195307
248	0.2861418018
249	0.2859525246
250	0.2856459308
251	0.2855133392
252	0.2852593786
253	0.2850746759
254	0.2849005562
255	0.2848241368
256	0.2844705238
257	0.2841562589
258	0.2839120951
259	0.2835810393
260	0.2834400052
261	0.2830713034
262	0.2829833533
263	0.2826776761
264	0.2825222864
265	0.2823382926
266	0.2820025173
267	0.2819482364
268	0.2815943803
269	0.2814266161
270	0.2812107449
271	0.2808749293
272	0.280599134
273	0.2804000552
274	0.2802630145
275	0.2799216466
276	0.2796555402
277	0.2794503894
278	0.2792290226
279	0.2791023611
280	0.2789401168
281	0.2787419791
282	0.2783871018
283	0.2783865322
284	0.2782331696
285	0.2781119503
286	0.2778181911
287	0.2775878166
288	0.2771432146
289	0.2769731238
290	0.27677531
291	0.2764423527
292	0.2761583903
293	0.275909395
294	0.275786749
295	0.2755981293
296	0.2754119693
297	0.2752567047
298	0.275186394
299	0.2751616373
300	0.2750394283
301	0.2748352396
302	0.2745518277
303	0.2743076868
304	0.2739823686
305	0.2738370636
306	0.2736795313
307	0.2734236593
308	0.2731399794
309	0.2728264434
310	0.2724859302
311	0.2723427466
312	0.2720572747
313	0.271944742
314	0.2717747647
315	0.2715867596
316	0.2712856389
317	0.2711695809
318	0.2708586039
319	0.2708033148
320	0.2705487153
321	0.2701735791
322	0.2699579059
323	0.2696058552
324	0.2693613481
325	0.2692728642
326	0.2689016131
327	0.2686976023
328	0.2685986119
329	0.2684809582
330	0.2682930064
331	0.2680659244
332	0.2676269541
333	0.2674738984
334	0.2673604443
335	0.2671219473
336	0.2669649526
337	0.2664564024
338	0.2662549569
339	0.2659976695
340	0.2658125423
341	0.2656646741
342	0.2654935029
343	0.2653579188
344	0.2652369123
345	0.2650615545
346	0.2648854305
347	0.2646769855
348	0.264494693
349	0.2644256423
350	0.2643355221
351	0.2637235232
352	0.2633351945
353	0.262958552
354	0.2626656261
355	0.2624260136
356	0.2622749412
357	0.2619682552
358	0.2616256754
359	0.2612840991
360	0.2611470999
361	0.2610089453
362	0.2606178847
363	0.2604191986
364	0.2602775452
365	0.260159452
366	0.2600046565
367	0.2598575728
368	0.259855927
369	0.2596609511
370	0.2594411199
371	0.2591254603
372	0.2589070046
373	0.258849464
374	0.258560226
375	0.2582609295
376	0.2580706974
377	0.257755302
378	0.2576505907
379	0.2574162672
380	0.2572521953
381	0.2570454101
382	0.2569458734
383	0.2566299176
384	0.256336059
385	0.2562766077
386	0.2559823868
387	0.2558255494
388	0.2555443243
389	0.2554298148
390	0.2553236387
391	0.2552467046
392	0.2550146357
393	0.2547927776
394	0.2545554995
395	0.254296577
396	0.2540787216
397	0.2537788246
398	0.253521846
399	0.2531444712
400	0.2530572639
401	0.2529139461
402	0.2526876062
403	0.2521274568
404	0.2518513119
405	0.2515723919
406	0.2513486591
407	0.2509284354
408	0.2508128684
409	0.2504436385
410	0.2502934987
411	0.2501047198
412	0.2500213581
413	0.249739649
414	0.2496091233
415	0.2492280962
416	0.2490218909
417	0.2488507837
418	0.2486177112
419	0.2483593593
420	0.2480868241
421	0.2478142459
422	0.2476064511
423	0.2472813809
424	0.2471495463
425	0.2467536477
426	0.2465387257
427	0.2462508558
428	0.2458911251
429	0.2456061143
430	0.2453467151
431	0.2453029498
432	0.2451302088
433	0.2447677569
434	0.2443953851
435	0.2442185547
436	0.2438768706
437	0.2437996575
438	0.2437471595
439	0.2435694904
440	0.2435049234
441	0.2433009026
442	0.2431242619
443	0.2430037441
444	0.2427903302
445	0.2426358068
446	0.2423644486
447	0.2422527642
448	0.2421792631
449	0.2419206389
450	0.241453648
451	0.2412769767
452	0.2411204072
453	0.240893069
454	0.2406246149
455	0.2403635592
456	0.2402243288
457	0.2400386687
458	0.2398823175
459	0.2394665929
460	0.2392642454
461	0.2391045833
462	0.2388831225
463	0.2386359081
464	0.2384739097
465	0.2382358067
466	0.2379272972
467	0.237643037
468	0.237314045
469	0.2370754637
470	0.2368187032
471	0.2365504259
472	0.2362816554
473	0.2358660945
474	0.2356220396
475	0.235177432
476	0.2350875378
477	0.2348394076
478	0.2346246624
479	0.2343774656
480	0.2342061375
481	0.2339107045
482	0.2337764575
483	0.2335723066
484	0.2333403171
485	0.2331460266
486	0.2329147995
487	0.2326099292
488	0.232300614
489	0.2319077675
490	0.2317410346
491	0.2313772395
492	0.2311218192
493	0.2307733933
494	0.2304028354
495	0.2301436515
496	0.2298528682
497	0.2296352751
498	0.2293252763
499	0.2290211485
500	0.2287470963
501	0.2285919912
502	0.2284775934
503	0.2281515925
504	0.2279044229
505	0.2277549673
506	0.2275006034
507	0.2273336032
508	0.2271801435
509	0.2269445687
510	0.2268383194
511	0.2266547499
512	0.2264868113
513	0.2263171977
514	0.226012507
515	0.2257915489
516	0.2256602747
517	0.225418289
518	0.2252498288
519	0.2249227977
520	0.2246481764
521	0.2244577221
522	0.2242835082
523	0.2240110569
524	0.2238738787
525	0.2235779055
526	0.2233835261
527	0.2232087782
528	0.2228370877
529	0.2227262164
530	0.2223860788
531	0.2222170119
532	0.2220963885
533	0.221867024
534	0.2217199411
535	0.2213504263
536	0.2211428538
537	0.220907371
538	0.2207843107
539	0.2204839465
540	0.2204318994
541	0.2201430674
542	0.2198679649
543	0.2196669849
544	0.219385077
545	0.2192199618
546	0.2189984771
547	0.2188103348
548	0.2185996761
549	0.2183870454
550	0.2181112399
551	0.2179797406
552	0.2177648981
553	0.2175948788
554	0.2172856069
555	0.2170886609
556	0.2168418839
557	0.2166319528
558	0.2163782788
559	0.2162547643
560	0.2159230486
561	0.2156899178
562	0.2153893413
563	0.2149738757
564	0.2148556977
565	0.2147270159
566	0.2144194459
567	0.2141581585
568	0.2139894187
569	0.2137625991
570	0.2136005146
571	0.213349141
572	0.2131828034
573	0.2128916213
574	0.2125717474
575	0.2123172533
576	0.2120357643
577	0.2117846433
578	0.2115972447
579	0.2113334857
580	0.2111078191
581	0.2110241571
582	0.2109230065
583	0.2106874147
584	0.2106021931
585	0.2103867949
586	0.2102043634
587	0.210032977
588	0.2097272053
589	0.2094416562
590	0.2090652289
591	0.2089120898
592	0.2086777565
593	0.2084796235
594	0.2083358434
595	0.2081341914
596	0.2078431581
597	0.2075330352
598	0.2073770127
599	0.2072931782
600	0.2070729506
601	0.2068609458
602	0.2066129516
603	0.2064653757
604	0.2062508163
605	0.2060037853
606	0.2058558664
607	0.2057070992
608	0.2055555098
609	0.205430442
610	0.2053226528
611	0.2050950001
612	0.2048012245
613	0.2046272393
614	0.2043944993
615	0.2040716889
616	0.2039228887
617	0.203664457
618	0.2033678442
619	0.2032300784
620	0.2030735253
621	0.2028683805
622	0.2025765626
623	0.2023861265
624	0.2022199933
625	0.2019613545
626	0.2018217643
627	0.2015573588
628	0.201433408
629	0.2011639858
630	0.2009328103
631	0.200780297
632	0.2005274155
633	0.200297419
634	0.2001823932
635	0.1998944069
636	0.1997445386
637	0.199489397
638	0.1992165939
639	0.1990132195
640	0.1987225235
641	0.1985830312
642	0.1984557613
643	0.198270168
644	0.1980028918
645	0.1978077226
646	0.1976780079
647	0.1974849235
648	0.1973658375
649	0.197134609
650	0.1969872102
651	0.1968847697
652	0.1966906039
653	0.1964980509
654	0.1962585906
655	0.1960701883
656	0.1959122439
657	0.1954216063
658	0.1951728902
659	0.1949002095
660	0.1946895781
661	0.1945137313
662	0.1944449912
663	0.1942068757
664	0.1939778582
665	0.1938890391
666	0.1937565727
667	0.1936928986
668	0.1934777095
669	0.1933409423
670	0.1932009761
671	0.1930615487
672	0.1928341505
673	0.192771507
674	0.1926339964
675	0.1923469818
676	0.1922125005
677	0.1921048304
678	0.1917673684
679	0.1915209861
680	0.191386771
681	0.191133487
682	0.1909238884
683	0.190725222
684	0.19059083
685	0.1903741427
686	0.1902888489
687	0.1901969558
688	0.1901172236
689	0.1900235822
690	0.189924891
691	0.1898718854
692	0.1897334261
693	0.1896878078
694	0.1894145755
695	0.189268248
696	0.1889501974
697	0.1887446289
698	0.1885232471
699	0.1884093926
700	0.1881896292
701	0.1880623175
702	0.1879074822
703	0.1876700046
704	0.1876061745
705	0.1873505274
706	0.1871203292
707	0.1869128125
708	0.1866714019
709	0.1865374041
710	0.1862694832
711	0.1860706489
712	0.1859419134
713	0.18581664
714	0.185589824
715	0.1854876283
716	0.1852985263
717	0.1849945442
718	0.1848687056
719	0.1845831813
720	0.184364274
721	0.1841714656
722	0.1840616797
723	0.1838529179
724	0.1836894606
725	0.1834699773
726	0.1832863614
727	0.183170841
728	0.1829402468
729	0.1827304607
730	0.1826257902
731	0.1825188211
732	0.1822961213
733	0.1820185552
734	0.1818160022
735	0.1815990075
736	0.1814992871
737	0.1812909774
738	0.1810576349
739	0.1807418569
740	0.1805575632
741	0.1804535014
742	0.1802789434
743	0.1800992037
744	0.1799948765
745	0.1799279138
746	0.1797057169
747	0.1795179634
748	0.1792856692
749	0.1791723245
750	0.1790044914
751	0.178811885
752	0.1787570106
753	0.1786106563
754	0.1783910841
755	0.1781337931
756	0.1779848748
757	0.1777715191
758	0.1776165694
759	0.1775106233
760	0.1774179388
761	0.1772079855
762	0.177001468
763	0.176837259
764	0.1766765487
765	0.1765179205
766	0.1763848728
767	0.1761580388
768	0.1759555924
769	0.1758652908
770	0.175651093
771	0.1755615758
772	0.1753565284
773	0.1752532423
774	0.1751041556
775	0.1749684011
776	0.1747102963
777	0.1745128097
778	0.1743949893
779	0.1742036334
780	0.1740008202
781	0.1737960885
782	0.1735163838
783	0.1733743727
784	0.1733103956
785	0.1732099462
786	0.173020427
787	0.172872781
788	0.1726940818
789	0.1725295227
790	0.1722835772
791	0.17200861
792	0.1718115662
793	0.1715954743
794	0.1715195694
795	0.1713365202
796	0.1711480853
797	0.1710053189
798	0.1708410985
799	0.1706308181
800	0.1704444719
801	0.1702451369
802	0.1700613288
803	0.169963829
804	0.1698360578
805	0.1695775441
806	0.1693904294
807	0.1691775198
808	0.1690949207
809	0.1688606559
810	0.1687754434
811	0.1685898021
812	0.1683699349
813	0.1682097666
814	0.1681361443
815	0.1679567146
816	0.1678618055
817	0.167688406
818	0.167516941
819	0.1673642067
820	0.1672457696
821	0.167030022
822	0.166901772
823	0.1667330723
824	0.1666490575
825	0.166542613
826	0.1662721219
827	0.1662024609
828	0.1660848603
829	0.1658239817
830	0.165743469
831	0.1654447504
832	0.1653209983
833	0.1651806375
834	0.1650173537
835	0.1649386706
836	0.1647606057
837	0.1646012238
838	0.1644222465
839	0.1643458037
840	0.1642684889
841	0.1640978446
842	0.1638668982
843	0.1637773536
844	0.1635757551
845	0.1634756438
846	0.1634010905
847	0.1632805098
848	0.1632141213
849	0.1630591599
850	0.1628860245
851	0.1626921062
852	0.1626189584
853	0.1624650103
854	0.162318177
855	0.1622084129
856	0.1620886711
857	0.1618622161
858	0.1617000944
859	0.1615007091
860	0.1613836309
861	0.1612054144
862	0.1610291321
863	0.1608661336
864	0.1607918184
865	0.1607037998
866	0.1605854336
867	0.1604299811
868	0.1603144194
869	0.1602065095
870	0.1600166839
871	0.159948563
872	0.159737304
873	0.1596036637
874	0.1594662969
875	0.1593803168
876	0.1592378572
877	0.1590874216
878	0.1589325857
879	0.1587950645
880	0.1586508297
881	0.1585858801
882	0.1584117013
883	0.1582573675
884	0.158060657
885	0.1579562892
886	0.1578602709
887	0.1577193614
888	0.157618441
889	0.1575246388
890	0.1573792255
891	0.1572558786
892	0.1571262756
893	0.1569653145
894	0.1568547796
895	0.1567408339
896	0.1566248382
897	0.1565287756
898	0.156399954
899	0.1561719693
900	0.1560240688
901	0.155952711
902	0.155810913
903	0.1557015655
904	0.1555112777
905	0.1553672908
906	0.1552543521
907	0.1551139313
908	0.1550089917
909	0.1548855331
910	0.1547877359
911	0.1546720592
912	0.1545315326
913	0.1543614069
914	0.1542163991
915	0.1541364912
916	0.1539927316
917	0.1539188956
918	0.1538795397
919	0.153710124
920	0.1535879773
921	0.153369854
922	0.1532608028
923	0.153126212
924	0.1530940253
925	0.1529389094
926	0.1528401863
927	0.152745987
928	0.1526260451
929	0.1525013059
930	0.1523984816
931	0.1522644019
932	0.152163698
933	0.1520884605
934	0.1519881191
935	0.1518654676
936	0.1517490316
937	0.1516660156
938	0.1514712391
939	0.1513490094
940	0.1512154649
941	0.1511200494
942	0.1510588751
943	0.1508826899
944	0.150804343
945	0.150647692
946	0.1505399066
947	0.1503147289
948	0.1502039813
949	0.1500930011
950	0.15002391
951	0.1499522753
952	0.149827267
953	0.1496924669
954	0.1496583674
955	0.1494008247
956	0.1493419359
957	0.1492485339
958	0.1491839499
959	0.1490404431
960	0.1489558991
961	0.1488453428
962	0.1487243284
963	0.1485497475
964	0.1484590075
965	0.1483974129
966	0.148232943
967	0.148151626
968	0.1479953509
969	0.1479186594
970	0.1478793677
971	0.1477850557
972	0.1477161523
973	0.147571495
974	0.147450236
975	0.1473556167
976	0.1472482951
977	0.1471437564
978	0.1469573517
979	0.1469003474
980	0.1467850471
981	0.1467185437
982	0.1466285807
983	0.1465874904
984	0.146447517
985	0.1463825295
986	0.1462915705
987	0.1461712826
988	0.1460544297
989	0.1459768578
990	0.145795377
991	0.1457365816
992	0.1456789473
993	0.1455981494
994	0.1454075827
995	0.1452931307
996	0.1451978075
997	0.1450908914
998	0.1450304273
999	0.1449146852
